,Years,Months,Districts,Amounts_(m3)
2045,2018,10,Gaziosmanpasa,6502197.532
2046,2018,11,Gaziosmanpasa,14435306.419
2047,2018,12,Gaziosmanpasa,26946676.019
2048,2019,1,Gaziosmanpasa,29301046.805
2049,2019,2,Gaziosmanpasa,24024735.927
2050,2019,3,Gaziosmanpasa,20843278.721
2051,2019,4,Gaziosmanpasa,14945746.181
2052,2019,5,Gaziosmanpasa,6355685.401
2053,2019,6,Gaziosmanpasa,3919691.48
2054,2019,7,Gaziosmanpasa,4403394.007
2055,2019,8,Gaziosmanpasa,3767669.508
2056,2019,9,Gaziosmanpasa,4542532.016
2057,2019,10,Gaziosmanpasa,5887924.057
2058,2019,11,Gaziosmanpasa,8676809.993
2059,2019,12,Gaziosmanpasa,20812590.856
2060,2020,1,Gaziosmanpasa,28782824.157
2061,2020,2,Gaziosmanpasa,23732511.105
2062,2020,3,Gaziosmanpasa,20639898.189
2063,2020,4,Gaziosmanpasa,12915863.967
2064,2020,5,Gaziosmanpasa,5415105.13
2065,2020,6,Gaziosmanpasa,4731783.563
2066,2020,7,Gaziosmanpasa,4025394.243
2067,2020,8,Gaziosmanpasa,3943133.017
2068,2020,9,Gaziosmanpasa,4453172.153
2069,2020,10,Gaziosmanpasa,5468742.933
2070,2020,11,Gaziosmanpasa,15423277.506
2071,2020,12,Gaziosmanpasa,20724743.327
2072,2021,1,Gaziosmanpasa,23819325.98
2073,2021,2,Gaziosmanpasa,22766606.924
2074,2021,3,Gaziosmanpasa,26094972.454
2075,2021,4,Gaziosmanpasa,16889845.878
2076,2021,5,Gaziosmanpasa,5828254.39
2077,2021,6,Gaziosmanpasa,5122951.43
2078,2021,7,Gaziosmanpasa,3799907.502
2079,2021,8,Gaziosmanpasa,4133857.778
2080,2021,9,Gaziosmanpasa,4861788.466
2081,2021,10,Gaziosmanpasa,8929517.825
2082,2021,11,Gaziosmanpasa,14932619.42
2083,2021,12,Gaziosmanpasa,23570256.181
2084,2022,1,Gaziosmanpasa,29707410.605
2085,2022,2,Gaziosmanpasa,24916567.365
2086,2022,3,Gaziosmanpasa,30286600.559
2087,2022,4,Gaziosmanpasa,12730040.382
2088,2022,5,Gaziosmanpasa,7488209.485
2089,2022,6,Gaziosmanpasa,4879511.29
2090,2022,7,Gaziosmanpasa,3913229.543
2091,2022,8,Gaziosmanpasa,4233061.073
2092,2022,9,Gaziosmanpasa,4670629.959
2093,2022,10,Gaziosmanpasa,6731225.91
2094,2022,11,Gaziosmanpasa,11252424.792
2095,2022,12,Gaziosmanpasa,19517195.344
2096,2023,1,Gaziosmanpasa,22375025.159
2097,2023,2,Gaziosmanpasa,25431876.388
2098,2023,3,Gaziosmanpasa,21644446.056
2099,2023,4,Gaziosmanpasa,12981944.034
2100,2015,1,Gungoren,17499696.499
2101,2015,2,Gungoren,15103142.102
2102,2015,3,Gungoren,14282921.199
2103,2015,4,Gungoren,8910772.985
2104,2015,5,Gungoren,3504870.113
2105,2015,6,Gungoren,2945546.926
2106,2015,7,Gungoren,2447308.445
2107,2015,8,Gungoren,2483679.72
2108,2015,9,Gungoren,2596140.953
2109,2015,10,Gungoren,4391160.096
2110,2015,11,Gungoren,7269424.332
2111,2015,12,Gungoren,14581958.678
2112,2016,1,Gungoren,18261340.763
2113,2016,2,Gungoren,12597669.976
2114,2016,3,Gungoren,11745852.454
2115,2016,4,Gungoren,4832786.451
2116,2016,5,Gungoren,3931896.279
2117,2016,6,Gungoren,2991856.771
2118,2016,7,Gungoren,2371429.088
2119,2016,8,Gungoren,2804912.641
2120,2016,9,Gungoren,2681622.433
2121,2016,10,Gungoren,4904481.67
2122,2016,11,Gungoren,10620761.293
2123,2016,12,Gungoren,18775896.451
2124,2017,1,Gungoren,21900450.505
2125,2017,2,Gungoren,16547890.524
2126,2017,3,Gungoren,13708558.907
2127,2017,4,Gungoren,8934570.315
2128,2017,5,Gungoren,4361958.458
2129,2017,6,Gungoren,2970055.883
2130,2017,7,Gungoren,2891984.292
2131,2017,8,Gungoren,2886750.978
2132,2017,9,Gungoren,2864956.772
2133,2017,10,Gungoren,4989989.55
2134,2017,11,Gungoren,10188568.586
2135,2017,12,Gungoren,12274881.632
2136,2018,1,Gungoren,18710190.816
2137,2018,2,Gungoren,15016412.649
2138,2018,3,Gungoren,14321142.94
2139,2018,4,Gungoren,6856630.95
2140,2018,5,Gungoren,4296089.921
2141,2018,6,Gungoren,3020604.859
2142,2018,7,Gungoren,3161961.989
2143,2018,8,Gungoren,2653639.987
2144,2018,9,Gungoren,3186361.343
2145,2018,10,Gungoren,4429906.155
2146,2018,11,Gungoren,9755346.907
2147,2018,12,Gungoren,18027383.092
2148,2019,1,Gungoren,19543751.78
2149,2019,2,Gungoren,16049256.74
2150,2019,3,Gungoren,13944688.932
2151,2019,4,Gungoren,10004259.729
2152,2019,5,Gungoren,4437991.454
2153,2019,6,Gungoren,2852058.566
2154,2019,7,Gungoren,3316569.633
2155,2019,8,Gungoren,2808419.48
2156,2019,9,Gungoren,3344082.66
2157,2019,10,Gungoren,4084082.783
2158,2019,11,Gungoren,5659006.297
2159,2019,12,Gungoren,13706310.062
2160,2020,1,Gungoren,18722906.997
2161,2020,2,Gungoren,15507182.481
2162,2020,3,Gungoren,13313612.463
2163,2020,4,Gungoren,8157718.031
2164,2020,5,Gungoren,3627507.719
2165,2020,6,Gungoren,3343279.762
2166,2020,7,Gungoren,2973505.645
2167,2020,8,Gungoren,2804094.323
2168,2020,9,Gungoren,3211741.22
2169,2020,10,Gungoren,3689619.616
2170,2020,11,Gungoren,9704642.704
2171,2020,12,Gungoren,12907924.853
2172,2021,1,Gungoren,15004261.953
2173,2021,2,Gungoren,14470359.23
2174,2021,3,Gungoren,16531207.561
2175,2021,4,Gungoren,10688513.228
2176,2021,5,Gungoren,3698652.577
2177,2021,6,Gungoren,3585920.929
2178,2021,7,Gungoren,2624999.563
2179,2021,8,Gungoren,3026875.882
2180,2021,9,Gungoren,3356048.824
2181,2021,10,Gungoren,5441127.984
2182,2021,11,Gungoren,9469779.84
2183,2021,12,Gungoren,14980840.14
2184,2022,1,Gungoren,18860172.138
2185,2022,2,Gungoren,15730945.839
2186,2022,3,Gungoren,18937801.815
2187,2022,4,Gungoren,7889895.482
2188,2022,5,Gungoren,4670322.06
2189,2022,6,Gungoren,3412959.594
2190,2022,7,Gungoren,2692262.514
2191,2022,8,Gungoren,2984859.321
2192,2022,9,Gungoren,3111898.228
2193,2022,10,Gungoren,4210553.349
2194,2022,11,Gungoren,6885129.247
2195,2022,12,Gungoren,11890297.784
2196,2023,1,Gungoren,13644913.654
2197,2023,2,Gungoren,15491606.291
2198,2023,3,Gungoren,13104340.65
2199,2023,4,Gungoren,7584492.3
2200,2015,1,Kadikoy,58451261.55
2201,2015,2,Kadikoy,50742983.697
2202,2015,3,Kadikoy,48137295.704
2203,2015,4,Kadikoy,30357829.854
2204,2015,5,Kadikoy,7777836.67
2205,2015,6,Kadikoy,4250337.36
2206,2015,7,Kadikoy,3473956.539
2207,2015,8,Kadikoy,3324424.991
2208,2015,9,Kadikoy,3774196.993
2209,2015,10,Kadikoy,11353536.443
2210,2015,11,Kadikoy,24336481.258
2211,2015,12,Kadikoy,48232455.427
2212,2016,1,Kadikoy,57303134.601
2213,2016,2,Kadikoy,39242748.961
2214,2016,3,Kadikoy,36449370.803
2215,2016,4,Kadikoy,12478744.354
2216,2016,5,Kadikoy,7699910.584
2217,2016,6,Kadikoy,3937046.985
2218,2016,7,Kadikoy,3092567.668
2219,2016,8,Kadikoy,3286154.653
2220,2016,9,Kadikoy,3938310.294
2221,2016,10,Kadikoy,12610579.357
2222,2016,11,Kadikoy,31693214.906
2223,2016,12,Kadikoy,58950749.424
2224,2017,1,Kadikoy,67160335.767
2225,2017,2,Kadikoy,49660528.585
2226,2017,3,Kadikoy,41966130.356
2227,2017,4,Kadikoy,26255453.208
2228,2017,5,Kadikoy,8838659.216
2229,2017,6,Kadikoy,4190284.609
2230,2017,7,Kadikoy,3497415.332
2231,2017,8,Kadikoy,3516291.571
2232,2017,9,Kadikoy,4032040.777
2233,2017,10,Kadikoy,11972064.337
2234,2017,11,Kadikoy,30423881.302
2235,2017,12,Kadikoy,41812031.862
2236,2018,1,Kadikoy,53415258.76
2237,2018,2,Kadikoy,47697659.245
2238,2018,3,Kadikoy,40948995.289
2239,2018,4,Kadikoy,19665220.581
2240,2018,5,Kadikoy,8454069.7
2241,2018,6,Kadikoy,4375446.459
2242,2018,7,Kadikoy,4063908.894
2243,2018,8,Kadikoy,3603378.44
2244,2018,9,Kadikoy,4524844.103
2245,2018,10,Kadikoy,9446184.897
2246,2018,11,Kadikoy,29708965.304
2247,2018,12,Kadikoy,55647983.072
2248,2019,1,Kadikoy,59579107.343
2249,2019,2,Kadikoy,51434956.831
2250,2019,3,Kadikoy,44076288.981
2251,2019,4,Kadikoy,30536777.835
2252,2019,5,Kadikoy,9267634.125
2253,2019,6,Kadikoy,4525053.473
2254,2019,7,Kadikoy,4261982.328
2255,2019,8,Kadikoy,3939746.822
2256,2019,9,Kadikoy,4554825.635
2257,2019,10,Kadikoy,7257777.142
2258,2019,11,Kadikoy,15287021.362
2259,2019,12,Kadikoy,44337929.3
2260,2020,1,Kadikoy,60392890.426
2261,2020,2,Kadikoy,49897236.404
2262,2020,3,Kadikoy,42580136.959
2263,2020,4,Kadikoy,30318252.72
2264,2020,5,Kadikoy,9941928.577
2265,2020,6,Kadikoy,5583456.752
2266,2020,7,Kadikoy,4342377.352
2267,2020,8,Kadikoy,4145780.35
2268,2020,9,Kadikoy,4676073.296
2269,2020,10,Kadikoy,7453168.608
2270,2020,11,Kadikoy,29513815.074
2271,2020,12,Kadikoy,42418415.816
2272,2021,1,Kadikoy,50365568.271
2273,2021,2,Kadikoy,48015425.086
2274,2021,3,Kadikoy,55133444.437
2275,2021,4,Kadikoy,34107995.749
2276,2021,5,Kadikoy,8690578.948
2277,2021,6,Kadikoy,5634269.424
2278,2021,7,Kadikoy,3994402.378
2279,2021,8,Kadikoy,4190181.302
2280,2021,9,Kadikoy,5446183.911
2281,2021,10,Kadikoy,15466410.661
2282,2021,11,Kadikoy,30874942.392
2283,2021,12,Kadikoy,48541194.521
2284,2022,1,Kadikoy,61744905.306
2285,2022,2,Kadikoy,51273812.898
2286,2022,3,Kadikoy,63135694.187
2287,2022,4,Kadikoy,25375962.791
2288,2022,5,Kadikoy,12135245.486
2289,2022,6,Kadikoy,5323456.686
2290,2022,7,Kadikoy,4221324.104
2291,2022,8,Kadikoy,4206473.775
2292,2022,9,Kadikoy,4978052.313
2293,2022,10,Kadikoy,10293757.767
2294,2022,11,Kadikoy,22592017.639
2295,2022,12,Kadikoy,39722597.856
2296,2023,1,Kadikoy,45170534.227
2297,2023,2,Kadikoy,51559321.75
2298,2023,3,Kadikoy,42969379.086
2299,2023,4,Kadikoy,24301066.47
2300,2015,1,Kagithane,25552378.063
2301,2015,2,Kagithane,22186190.019
2302,2015,3,Kagithane,21262874.53
2303,2015,4,Kagithane,13273444.528
2304,2015,5,Kagithane,5293409.481
2305,2015,6,Kagithane,4176933.842
2306,2015,7,Kagithane,3529042.149
2307,2015,8,Kagithane,3399677.839
2308,2015,9,Kagithane,3693373.745
2309,2015,10,Kagithane,6777178.161
2310,2015,11,Kagithane,11089607.953
2311,2015,12,Kagithane,22073189.987
2312,2016,1,Kagithane,27295120.62
2313,2016,2,Kagithane,18950820.289
2314,2016,3,Kagithane,17788737.101
2315,2016,4,Kagithane,7621319.512
2316,2016,5,Kagithane,6021539.792
2317,2016,6,Kagithane,4486022.813
2318,2016,7,Kagithane,3615111.798
2319,2016,8,Kagithane,4015222.496
2320,2016,9,Kagithane,4056119.061
2321,2016,10,Kagithane,7728013.871
2322,2016,11,Kagithane,16531397.413
2323,2016,12,Kagithane,29334833.15
2324,2017,1,Kagithane,33917319.314
2325,2017,2,Kagithane,25473002.769
2326,2017,3,Kagithane,21341656.368
2327,2017,4,Kagithane,14133672.406
2328,2017,5,Kagithane,6562799.062
2329,2017,6,Kagithane,4280568.555
2330,2017,7,Kagithane,3983420.469
2331,2017,8,Kagithane,3929816.143
2332,2017,9,Kagithane,4097395.449
2333,2017,10,Kagithane,7795695.4
2334,2017,11,Kagithane,16119142.513
2335,2017,12,Kagithane,18766078.365
2336,2018,1,Kagithane,28705595.208
2337,2018,2,Kagithane,23320185.525
2338,2018,3,Kagithane,22005632.101
2339,2018,4,Kagithane,10885070.449
2340,2018,5,Kagithane,6323620.673
2341,2018,6,Kagithane,4071454.907
2342,2018,7,Kagithane,3878961.784
2343,2018,8,Kagithane,3391137.065
2344,2018,9,Kagithane,4250730.078
2345,2018,10,Kagithane,6551839.537
2346,2018,11,Kagithane,14933104.826
2347,2018,12,Kagithane,28242566.84
2348,2019,1,Kagithane,30628199.862
2349,2019,2,Kagithane,25101200.285
2350,2019,3,Kagithane,21955809.885
2351,2019,4,Kagithane,15657176.661
2352,2019,5,Kagithane,6474229.622
2353,2019,6,Kagithane,3930658.97
2354,2019,7,Kagithane,4056571.77
2355,2019,8,Kagithane,3655842.311
2356,2019,9,Kagithane,4304705.036
2357,2019,10,Kagithane,5827260.345
2358,2019,11,Kagithane,8916452.844
2359,2019,12,Kagithane,21890970.437
2360,2020,1,Kagithane,30003021.017
2361,2020,2,Kagithane,24822091.404
2362,2020,3,Kagithane,21144368.082
2363,2020,4,Kagithane,13894460.389
2364,2020,5,Kagithane,5841906.938
2365,2020,6,Kagithane,4507182.401
2366,2020,7,Kagithane,3671999.705
2367,2020,8,Kagithane,3569228.327
2368,2020,9,Kagithane,3990696.372
2369,2020,10,Kagithane,5142064.966
2370,2020,11,Kagithane,15607858.306
2371,2020,12,Kagithane,21180493.439
2372,2021,1,Kagithane,24282594.251
2373,2021,2,Kagithane,23324275.428
2374,2021,3,Kagithane,27017539.446
2375,2021,4,Kagithane,17333117.594
2376,2021,5,Kagithane,5721305.786
2377,2021,6,Kagithane,4904677.169
2378,2021,7,Kagithane,3725092.304
2379,2021,8,Kagithane,3931550.088
2380,2021,9,Kagithane,4690113.205
2381,2021,10,Kagithane,9127088.915
2382,2021,11,Kagithane,15682323.095
2383,2021,12,Kagithane,24805674.85
2384,2022,1,Kagithane,31393037.191
2385,2022,2,Kagithane,26350883.517
2386,2022,3,Kagithane,32108085.856
2387,2022,4,Kagithane,13348034.161
2388,2022,5,Kagithane,7734699.914
2389,2022,6,Kagithane,4764147.019
2390,2022,7,Kagithane,3888567.42
2391,2022,8,Kagithane,4072784.552
2392,2022,9,Kagithane,4662016.263
2393,2022,10,Kagithane,7166800.227
2394,2022,11,Kagithane,12070321.299
2395,2022,12,Kagithane,20847682.979
2396,2023,1,Kagithane,23513174.966
2397,2023,2,Kagithane,27397136.361
2398,2023,3,Kagithane,22213866.631
2399,2023,4,Kagithane,13840095.756
2400,2015,1,Kartal,30633506.756
2401,2015,2,Kartal,26344215.639
2402,2015,3,Kartal,24884262.045
2403,2015,4,Kartal,15963497.723
2404,2015,5,Kartal,5175761.403
2405,2015,6,Kartal,4003909.286
2406,2015,7,Kartal,3373867.765
2407,2015,8,Kartal,3281164.302
2408,2015,9,Kartal,3368008.317
2409,2015,10,Kartal,6698095.381
2410,2015,11,Kartal,12460483.838
2411,2015,12,Kartal,26608245.924
2412,2016,1,Kartal,32242076.612
2413,2016,2,Kartal,21358421.289
2414,2016,3,Kartal,20043507.84
2415,2016,4,Kartal,7271873.174
2416,2016,5,Kartal,5602783.127
2417,2016,6,Kartal,3963803.009
2418,2016,7,Kartal,3063289.879
2419,2016,8,Kartal,3255321.78
2420,2016,9,Kartal,3555798.011
2421,2016,10,Kartal,8037478.831
2422,2016,11,Kartal,18065027.127
2423,2016,12,Kartal,35113367.862
2424,2017,1,Kartal,39984599.132
2425,2017,2,Kartal,28996561.959
2426,2017,3,Kartal,23755748.601
2427,2017,4,Kartal,15009551.809
2428,2017,5,Kartal,6157618.534
2429,2017,6,Kartal,3949144.848
2430,2017,7,Kartal,3601625.283
2431,2017,8,Kartal,3575761.891
2432,2017,9,Kartal,3674195.271
2433,2017,10,Kartal,7625820.157
2434,2017,11,Kartal,17184177.709
2435,2017,12,Kartal,24821914.687
2436,2018,1,Kartal,31513272.286
2437,2018,2,Kartal,27854557.904
2438,2018,3,Kartal,22930511.846
2439,2018,4,Kartal,10685116.877
2440,2018,5,Kartal,5948260.536
2441,2018,6,Kartal,4056122.641
2442,2018,7,Kartal,3918600.014
2443,2018,8,Kartal,3384251.146
2444,2018,9,Kartal,4040941.425
2445,2018,10,Kartal,6476525.336
2446,2018,11,Kartal,17320916.185
2447,2018,12,Kartal,32924185.472
2448,2019,1,Kartal,35473360.582
2449,2019,2,Kartal,29965369.538
2450,2019,3,Kartal,25150841.504
2451,2019,4,Kartal,17588249.382
2452,2019,5,Kartal,6465841.792
2453,2019,6,Kartal,3912162.428
2454,2019,7,Kartal,3977487.918
2455,2019,8,Kartal,3512134.584
2456,2019,9,Kartal,4065776.322
2457,2019,10,Kartal,5403178.45
2458,2019,11,Kartal,9371576.893
2459,2019,12,Kartal,25908240.898
2460,2020,1,Kartal,36201399.658
2461,2020,2,Kartal,29078604.802
2462,2020,3,Kartal,25520751.665
2463,2020,4,Kartal,17550660.153
2464,2020,5,Kartal,7297194.419
2465,2020,6,Kartal,5485010.975
2466,2020,7,Kartal,4671890.362
2467,2020,8,Kartal,4360513.317
2468,2020,9,Kartal,4597859.64
2469,2020,10,Kartal,5648308.995
2470,2020,11,Kartal,18408768.346
2471,2020,12,Kartal,24606633.898
2472,2021,1,Kartal,29421680.072
2473,2021,2,Kartal,28130241.711
2474,2021,3,Kartal,32814583.918
2475,2021,4,Kartal,20715064.545
2476,2021,5,Kartal,6911337.12
2477,2021,6,Kartal,5759880.473
2478,2021,7,Kartal,4294583.762
2479,2021,8,Kartal,4221961.018
2480,2021,9,Kartal,5223570.061
2481,2021,10,Kartal,9949241.564
2482,2021,11,Kartal,17951977.839
2483,2021,12,Kartal,29281763.719
2484,2022,1,Kartal,37723919.527
2485,2022,2,Kartal,30976715.009
2486,2022,3,Kartal,38071418.818
2487,2022,4,Kartal,14815511.915
2488,2022,5,Kartal,8037324.208
2489,2022,6,Kartal,4974864.371
2490,2022,7,Kartal,3931920.161
2491,2022,8,Kartal,4110676.043
2492,2022,9,Kartal,4699780.056
2493,2022,10,Kartal,7297017.086
2494,2022,11,Kartal,13411018.561
2495,2022,12,Kartal,23946045.442
2496,2023,1,Kartal,27580580.277
2497,2023,2,Kartal,31664355.853
2498,2023,3,Kartal,26402274.65
2499,2023,4,Kartal,15485632.952
2500,2015,1,Kucukcekmece,44220594.049
2501,2015,2,Kucukcekmece,38386673.047
2502,2015,3,Kucukcekmece,36491054.498
2503,2015,4,Kucukcekmece,23317815.843
2504,2015,5,Kucukcekmece,10322763.903
2505,2015,6,Kucukcekmece,8559533.008
2506,2015,7,Kucukcekmece,7258807.543
2507,2015,8,Kucukcekmece,7334698.772
2508,2015,9,Kucukcekmece,7704559.905
2509,2015,10,Kucukcekmece,12726394.131
2510,2015,11,Kucukcekmece,20070043.193
2511,2015,12,Kucukcekmece,38342754.301
2512,2016,1,Kucukcekmece,47377346.605
2513,2016,2,Kucukcekmece,33296879.127
2514,2016,3,Kucukcekmece,31217621.372
2515,2016,4,Kucukcekmece,13904797.029
2516,2016,5,Kucukcekmece,11447433.076
2517,2016,6,Kucukcekmece,8693379.725
2518,2016,7,Kucukcekmece,6672443.533
2519,2016,8,Kucukcekmece,8229044.682
2520,2016,9,Kucukcekmece,7866910.572
2521,2016,10,Kucukcekmece,14348710.889
2522,2016,11,Kucukcekmece,28533212.588
2523,2016,12,Kucukcekmece,49358524.727
2524,2017,1,Kucukcekmece,58208179.655
2525,2017,2,Kucukcekmece,44830063.684
2526,2017,3,Kucukcekmece,37071640.313
2527,2017,4,Kucukcekmece,24440968.91
2528,2017,5,Kucukcekmece,12423617.998
2529,2017,6,Kucukcekmece,8706480.098
2530,2017,7,Kucukcekmece,8627982.651
2531,2017,8,Kucukcekmece,8475148.946
2532,2017,9,Kucukcekmece,8311876.577
2533,2017,10,Kucukcekmece,14074148.47
2534,2017,11,Kucukcekmece,27944034.134
2535,2017,12,Kucukcekmece,33936127.276
2536,2018,1,Kucukcekmece,50385666.601
2537,2018,2,Kucukcekmece,41207583.221
2538,2018,3,Kucukcekmece,39615815.757
2539,2018,4,Kucukcekmece,19912355.185
2540,2018,5,Kucukcekmece,12356975.279
2541,2018,6,Kucukcekmece,8912169.585
2542,2018,7,Kucukcekmece,8821524.399
2543,2018,8,Kucukcekmece,7654785.972
2544,2018,9,Kucukcekmece,8976482.405
2545,2018,10,Kucukcekmece,12914132.539
2546,2018,11,Kucukcekmece,27146614.802
2547,2018,12,Kucukcekmece,49174016.185
2548,2019,1,Kucukcekmece,54642020.286
2549,2019,2,Kucukcekmece,44781616.078
2550,2019,3,Kucukcekmece,39246620.139
2551,2019,4,Kucukcekmece,27573800.902
2552,2019,5,Kucukcekmece,12992402.519
2553,2019,6,Kucukcekmece,8400014.514
2554,2019,7,Kucukcekmece,9265822.167
2555,2019,8,Kucukcekmece,7519777.898
2556,2019,9,Kucukcekmece,9541559.276
2557,2019,10,Kucukcekmece,11212118.341
2558,2019,11,Kucukcekmece,16892743.296
2559,2019,12,Kucukcekmece,38980534.202
2560,2020,1,Kucukcekmece,53621513.47
2561,2020,2,Kucukcekmece,44506995.235
2562,2020,3,Kucukcekmece,38268672.297
2563,2020,4,Kucukcekmece,24953036.569
2564,2020,5,Kucukcekmece,11299559.607
2565,2020,6,Kucukcekmece,9484024.146
2566,2020,7,Kucukcekmece,8211649.571
2567,2020,8,Kucukcekmece,8201723.725
2568,2020,9,Kucukcekmece,9212192.91999999
2569,2020,10,Kucukcekmece,11392020.791
2570,2020,11,Kucukcekmece,29005868.882
2571,2020,12,Kucukcekmece,38710156.71
2572,2021,1,Kucukcekmece,45004658.52
2573,2021,2,Kucukcekmece,43034113.495
2574,2021,3,Kucukcekmece,48359006.657
2575,2021,4,Kucukcekmece,32092905.034
2576,2021,5,Kucukcekmece,12323097.911
2577,2021,6,Kucukcekmece,11144910.515
2578,2021,7,Kucukcekmece,8113696.008
2579,2021,8,Kucukcekmece,9852494.582
2580,2021,9,Kucukcekmece,10935814.849
2581,2021,10,Kucukcekmece,17735391.534
2582,2021,11,Kucukcekmece,29025521.315
2583,2021,12,Kucukcekmece,45099515.415
2584,2022,1,Kucukcekmece,55823885.686
2585,2022,2,Kucukcekmece,46878676.714
2586,2022,3,Kucukcekmece,56274727.937
2587,2022,4,Kucukcekmece,24118249.036
2588,2022,5,Kucukcekmece,14253171.935
2589,2022,6,Kucukcekmece,9996742.916
2590,2022,7,Kucukcekmece,8127915.233
2591,2022,8,Kucukcekmece,8917958.668
2592,2022,9,Kucukcekmece,9602742.544
2593,2022,10,Kucukcekmece,13046757.626
2594,2022,11,Kucukcekmece,21398023.306
2595,2022,12,Kucukcekmece,37081439.241
2596,2023,1,Kucukcekmece,42205502.659
2597,2023,2,Kucukcekmece,47693942.809
2598,2023,3,Kucukcekmece,41723420.203
2599,2023,4,Kucukcekmece,24422442.282
2600,2015,1,Maltepe,33999830.376
2601,2015,2,Maltepe,29643009.082
2602,2015,3,Maltepe,28045281.163
2603,2015,4,Maltepe,18271962.469
2604,2015,5,Maltepe,5554564.912
2605,2015,6,Maltepe,4040178.346
2606,2015,7,Maltepe,3324875.151
2607,2015,8,Maltepe,3168539.42
2608,2015,9,Maltepe,3346137.054
2609,2015,10,Maltepe,7654912.093
2610,2015,11,Maltepe,14344673.319
2611,2015,12,Maltepe,29793729.267
2612,2016,1,Maltepe,36171157.647
2613,2016,2,Maltepe,24544746.371
2614,2016,3,Maltepe,23096126.208
2615,2016,4,Maltepe,8355789.564
2616,2016,5,Maltepe,6153229.582
2617,2016,6,Maltepe,4078005.269
2618,2016,7,Maltepe,3235393.045
2619,2016,8,Maltepe,3438093.472
2620,2016,9,Maltepe,3777692.839
2621,2016,10,Maltepe,8977897.802
2622,2016,11,Maltepe,20360676.465
2623,2016,12,Maltepe,39604462.948
2624,2017,1,Maltepe,45368019.591
2625,2017,2,Maltepe,32890002.235
2626,2017,3,Maltepe,27283880.085
2627,2017,4,Maltepe,17517752.627
2628,2017,5,Maltepe,6942075.734
2629,2017,6,Maltepe,4234517.251
2630,2017,7,Maltepe,3679090.429
2631,2017,8,Maltepe,3632521.702
2632,2017,9,Maltepe,3853789.821
2633,2017,10,Maltepe,8639631.858
2634,2017,11,Maltepe,19238089.73
2635,2017,12,Maltepe,27554762.997
2636,2018,1,Maltepe,35153931.038
2637,2018,2,Maltepe,31201174.195
2638,2018,3,Maltepe,26301770.845
2639,2018,4,Maltepe,12412974.722
2640,2018,5,Maltepe,6636145.094
2641,2018,6,Maltepe,4275207.772
2642,2018,7,Maltepe,3975455.367
2643,2018,8,Maltepe,3497732.492
2644,2018,9,Maltepe,4226848.907
2645,2018,10,Maltepe,7322656.584
2646,2018,11,Maltepe,19149607.459
2647,2018,12,Maltepe,36506985.4
2648,2019,1,Maltepe,39145970.862
2649,2019,2,Maltepe,33280985.948
2650,2019,3,Maltepe,28178936.498
2651,2019,4,Maltepe,19951586.532
2652,2019,5,Maltepe,7193686.95
2653,2019,6,Maltepe,4219174.91
2654,2019,7,Maltepe,4160399.741
2655,2019,8,Maltepe,3733896.637
2656,2019,9,Maltepe,4291688.163
2657,2019,10,Maltepe,5840736.058
2658,2019,11,Maltepe,10458332.287
2659,2019,12,Maltepe,28367735.355
2660,2020,1,Maltepe,39433237.102
2661,2020,2,Maltepe,32239684.211
2662,2020,3,Maltepe,27684790.465
2663,2020,4,Maltepe,19039459.421
2664,2020,5,Maltepe,7134866.971
2665,2020,6,Maltepe,4927454.717
2666,2020,7,Maltepe,3963188.464
2667,2020,8,Maltepe,3770704.581
2668,2020,9,Maltepe,4095684.136
2669,2020,10,Maltepe,5681488.597
2670,2020,11,Maltepe,19961511.845
2671,2020,12,Maltepe,27659637.204
2672,2021,1,Maltepe,32264566.921
2673,2021,2,Maltepe,31105259.147
2674,2021,3,Maltepe,35847414.684
2675,2021,4,Maltepe,22719212.248
2676,2021,5,Maltepe,6670544.859
2677,2021,6,Maltepe,5162027.091
2678,2021,7,Maltepe,3818444.584
2679,2021,8,Maltepe,3840320.552
2680,2021,9,Maltepe,4667901.316
2681,2021,10,Maltepe,10579816.787
2682,2021,11,Maltepe,19968351.599
2683,2021,12,Maltepe,32166632.003
2684,2022,1,Maltepe,41087433.925
2685,2022,2,Maltepe,34416190.638
2686,2022,3,Maltepe,42224826.026
2687,2022,4,Maltepe,16636757.283
2688,2022,5,Maltepe,8829476.816
2689,2022,6,Maltepe,5021939.312
2690,2022,7,Maltepe,4127731.63
2691,2022,8,Maltepe,4169415.576
2692,2022,9,Maltepe,4638144.766
2693,2022,10,Maltepe,7963977.628
2694,2022,11,Maltepe,15055163.73
2695,2022,12,Maltepe,26888608.044
2696,2023,1,Maltepe,30583812.52
2697,2023,2,Maltepe,34848434.197
2698,2023,3,Maltepe,29517134.507
2699,2023,4,Maltepe,17140198.23
2700,2015,1,Pendik,44936026.371
2701,2015,2,Pendik,39379612.42
2702,2015,3,Pendik,37913915.156
2703,2015,4,Pendik,25955058.711
2704,2015,5,Pendik,11932901.535
2705,2015,6,Pendik,10446436.447
2706,2015,7,Pendik,9119061.027
2707,2015,8,Pendik,9066335.301
2708,2015,9,Pendik,8905409.575
2709,2015,10,Pendik,14417414.946
2710,2015,11,Pendik,21953225.025
2711,2015,12,Pendik,40921296.95
2712,2016,1,Pendik,44839784.874
2713,2016,2,Pendik,29908046.676
2714,2016,3,Pendik,28760278.722
